"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"Langley RCMP","Langley","2016-4046","January 26, 2017","November 28, 2014","200 Street and Langley Bypass, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4790 CAD","2014",1
"Vancouver Police Department","Vancouver","2016-4130","January 26, 2017","August 11, 2016","1000 block of Great Northern Way, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4046.45 CAD and two BlackBerry cell phones","2016",1
"Pemberton RCMP","B.C.","2016-4205","January 26, 2017","July 17, 2016","near 1795 Sea-to-Sky Highway (Highway 99), B.C., British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","446 CAD","2016",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","420 CAD","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","10 USD","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","1710 CAD","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","42 CAD","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","HTC cell phone","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","Samsung cell phone","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","HP Laptop","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","men’s ring","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","pair of earrings","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","necklace","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","chain","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","two silver rings","2015",1
"Sooke RCMP","Sooke","2016-4258","January 26, 2017","May 31, 2015","2200 block of French Road North, Sooke, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","and watch","2015",1
"Kelowna RCMP","Kelowna","2016-4270","January 26, 2017","August 22, 2016","Dougall Road North and Shepherd Road, Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","810 CAD","2016",1
"Kelowna RCMP","West Kelowna","2016-4287","January 26, 2017","November 30, 2016","2400 block of Smid Road, West Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2006 CHRYSLER 300","2016",1
"Surrey RCMP","Surrey","2016-4302","January 26, 2017","October 22, 2015","140th Street south of 74th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4346.25 CAD","2015",1
"Vancouver Police Department","Vancouver","2016-4308","January 26, 2017","August 16, 2016","100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1060 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4309","January 26, 2017","October 27, 2016","500 block of Nicola Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2900 CAD","2016",1
"Surrey RCMP","Surrey","2016-4313","January 26, 2017","November 9, 2016","12800 block of 80th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1000 CAD and Blackberry Curve cell phone","2016",1
"Surrey RCMP","Surrey","2016-4320","January 26, 2017","August 24, 2016","Grosvenor Road and Hansen Road, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2002 grey HondAccord","2016",1
"Vancouver Police Department","North Vancouver","2016-4321","January 26, 2017","October 26, 2016","200 block of East 13th Street, North Vancouver, British Columbia","s 322 (Theft) and 354(1) (Possession of property obtained by crime)","NA","2001 white Ford Focus","2016",1
"Surrey RCMP","Surrey","2016-4330","January 26, 2017","July 20, 2016","16000 block 26th Avenue, Surrey, British Columbia","s 348(1) (Breaking and entering) and 267(b) (Assault with a weapon), Criminal Code of Canada.Notice is hereby given that the subject property, CFO file Number: 2016-4330, is subject to forfeiture under","NA","2000 Honda Accord","2016",1
"Vancouver Police Department","Vancouver","2016-4331","January 26, 2017","April 23, 2016","1400 block of West Georgia Street, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 286.2(1) (Aaterial benefit from sexual services)","NA","2009 black Mercedes C350","2016",1
"Surrey RCMP","Surrey","2016-4341","January 26, 2017","July 22, 2016","140th Street and 100th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1995 black HondAccord","2016",1
"Nanaimo RCMP","Nanaimo","2016-4333","January 26, 2017","November 13, 2016","Oakley Street and Sunderland Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1705 CAD","2016",1
"Nanaimo RCMP","Nanaimo","2016-4333","January 26, 2017","November 13, 2016","Oakley Street and Sunderland Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and iPhone and an Alcatel cell phone","2016",1
"West Kelowna RCMP","West Kelowna","2016-4335","January 26, 2017","December 17, 2016","2900 block of Shannon Lake Road, West Kelowna, British Columbia"," 7(1) (Production of substance)","NA","3065 CAD","2016",1
"Kelowna RCMP","West Kelowna","2016-4336","January 26, 2017","November 30, 2016","1600 block of Old Ferry Wharf Road, West Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2230 CAD","2016",1
"Kelowna RCMP","West Kelowna","2016-4336","January 26, 2017","November 30, 2016","1600 block of Old Ferry Wharf Road, West Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","160 CAD","2016",1
"Kelowna RCMP","West Kelowna","2016-4336","January 26, 2017","November 30, 2016","1600 block of Old Ferry Wharf Road, West Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and Blackberry cell phone","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","72.10 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4266.05 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2275 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","427.90 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","324.50 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","20 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","16 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","20 MXN","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","345 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","160 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","21 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1819.60 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1.10 EUR","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","541.05 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","783.15 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","127.57 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","70 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","78 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA",".50 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two gold dentures","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two men’s gold rings","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","gold ring with diamonds","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","small gold bracelet","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","gold ring with butterfly pattern","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","small gold ring","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","one diamond earring","2016",1
"Vancouver Police Department","Vancouver","2016-4338","January 26, 2017","September 26, 2016","1100 block of East Hastings Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and white gold diamond engagement ring","2016",1
"McBride RCMP","10 kilometers east of McBride","2016-4339","January 26, 2017","May 1, 2015","on Highway 16, 10 kilometers east of McBride, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1000 CAD","2015",1
"Surrey RCMP","Surrey","2016-4346","January 26, 2017","December 8, 2016","8100 block of King George Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2003 black HondAccord","2016",1
"Vancouver Police Department (VPD)","Vancouver","2017-4368","January 26, 2017","April 18, 2016","3300 block of Clive Street, Vancouver, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","125 CAD and $170 CAD","2016",1
"Vancouver Police Department (VPD)","Vancouver. B.C.","2017-4368","January 26, 2017","July 15, 2016","900 block of Victoria Drive, Vancouver. B.C., British Columbia"," 354(1) (Possession of property obtained by crime)","NA","3989.20 CAD","2016",1
"Vancouver Police Department (VPD)","Vancouver","2017-4368","January 26, 2017","September 22, 2016","4400 block of Skyline Drive, Vancouver, British Columbia"," 354(1) (Possession of property obtained by crime)","NA",,"2016",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","32.95 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","215 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","187.50 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","270 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","ACER laptop computer","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two computer towers","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","black RCA tablet","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Royal Sovereign money counter","2015",1
"Nanaimo RCMP","Nanaimo","2017-4371","January 26, 2017","December 1, 2015","100 block of Terminal Avenue, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and Samsung cell phone","2015",1
"Vernon RCMP","Vernon","2017-4372","January 26, 2017","September 24, 2016","1200 block of Kalamalka Lake Road, Vernon, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1180 CAD and Samsung Galaxy cellphone","2016",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","28480.35 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","computer","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","laptop","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","tablet","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","flash drive","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two iPads","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two cash registers","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","credit card machine","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two debit terminals","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","money counter","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","safe","2015",1
"Nanaimo RCMP","Nanaimo","2017-4373","January 26, 2017","December 1, 2015","1400 block of Bowen Road, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and electric cooler","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","8757.25 CAD","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","LG cell phone","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","four Samsung cell phones","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two Apple iPhones","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","five computer towers","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","computer tablet","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","laptop computer","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","flash drive","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","debit machine","2015",1
"Nanaimo RCMP","Nanaimo","2017-4374","January 26, 2017","December 1, 2015","Front Street and Chapel Street, Nanaimo, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and money counter","2015",1
"Saanich Police Department","Victoria","2017-4388","January 26, 2017","January 11, 2017","1700 block of Newton Street, Victoria, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2006 BMW 323 I","2017",1
"RCMP Fraser Valley Traffic Services","Chilliwack","2016-3994","January 19, 2017","February 1, 2016","Highway 1 and Prest Road, Chilliwack, British Columbia"," 7(1) (Production of substance)","NA","2012 Dodge Ram","2016",1
"RCMP Fraser Valley Traffic Services","Chilliwack","2016-3994","January 19, 2017","February 1, 2016","Highway 1 and Prest Road, Chilliwack, British Columbia"," 7(1) (Production of substance)","NA","2340 CAD","2016",1
"RCMP Fraser Valley Traffic Services","Chilliwack","2016-3994","January 19, 2017","February 1, 2016","Highway 1 and Prest Road, Chilliwack, British Columbia"," 7(1) (Production of substance)","NA","and Apple iPhone","2016",1
"Langley RCMP","Langley","2016-4059","January 19, 2017","June 26, 2015","20100 block of 88th Avenue, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","435.50 CAD and two HTC cell phones","2015",1
"Kelowna RCMP","Kelowna","2016-4159","January 19, 2017","September 7, 2016","Leathead Road and Fleming Road, Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","450 CAD","2016",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","405 CAD","2014",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","435 CAD","2014",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","480 CAD","2014",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","20 USD","2014",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","four Blackberry cell phones","2014",1
"Surrey RCMP","Surrey","2016-4192","January 19, 2017","October 22, 2014","10700 block of University Boulevard, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and two Samsung cell phones","2014",1
"Fort St. John RCMP","Fort St. John","2016-4248","January 19, 2017","November 20, 2016","Alaska Highway, Fort St. John, British Columbia"," 354(1) (Possession of property obtained by crime)","NA","12700 CAD","2016",1
"Fort St. John RCMP","Fort St. John","2016-4250","January 19, 2017","October 4, 2013","9800 block 93rd Avenue, Fort St. John, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","425 CAD and LG cell phone","2013",1
"Vancouver Police Department","Vancouver","2016-4273","January 19, 2017","December 20, 2015","200 block of Abbott Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","369.95 CAD","2015",1
"Vancouver Police Department","Vancouver","2016-4273","January 19, 2017","September 13, 2016","600 block of West Cordova Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","786.25 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4306","January 19, 2017","November 6, 2016","2800 block of Kingsway Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","307 CAD and $40 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4306","January 19, 2017","November 6, 2016","2800 block of Kingsway Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 2003 grey Mazda MPV","2016",1
"Vancouver Police Department","Vancouver","2016-4306","January 19, 2017","November 6, 2016","2800 block of Kingsway Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","unlicensed","2016",1
"Vancouver Police Department","Vancouver","2016-4307","January 19, 2017","November 4, 2016","1400 Block West 49th Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2001 Volvo S60","2016",1
"Vancouver Police Department","Vancouver","2016-4307","January 19, 2017","November 4, 2016","1400 Block West 49th Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 161.75 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4310","January 19, 2017","September 3, 2016","West 18th Avenue and Yukon Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2004 Acura TSX","2016",1
"Vancouver Police Department","Vancouver","2016-4310","January 19, 2017","September 3, 2016","West 18th Avenue and Yukon Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 950.65 CAD","2016",1
"Surrey RCMP","Surrey","2016-4314","January 19, 2017","October 19, 2016","140th Street and Fraser Highway, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","ZTE cell phone","2016",1
"Surrey RCMP","Surrey","2016-4314","January 19, 2017","October 19, 2016","140th Street and Fraser Highway, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","iPhone","2016",1
"Surrey RCMP","Surrey","2016-4314","January 19, 2017","October 19, 2016","140th Street and Fraser Highway, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","HTC cell phone","2016",1
"Surrey RCMP","Surrey","2016-4314","January 19, 2017","October 19, 2016","140th Street and Fraser Highway, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","10.50 CAD","2016",1
"Surrey RCMP","Surrey","2016-4314","January 19, 2017","October 19, 2016","140th Street and Fraser Highway, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 2003 grey Mitsubishi Lancer","2016",1
"Surrey RCMP","Surrey","2016-4316","January 19, 2017","May 25, 2016","13400 block of 72 Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2003 green Dodge Caravan","2016",1
"Surrey RCMP","Surrey","2016-4317","January 19, 2017","September 23, 2016","6800 block of 188 Street, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2000 grey Chrysler Intrepid","2016",1
"Surrey RCMP","Surrey","2016-4318","January 19, 2017","October 1, 2016","176th Street and 64th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1997 grey Acur1.6EL","2016",1
"Campbell River RCMP","Campbell River","2016-4324","January 19, 2017","December 2, 2016","in an alley between 1st Avenue and 2nd Avenue, Campbell River, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2013 grey NissAltima","2016",1
"Surrey RCMP","Surrey","2017-4355","January 19, 2017","February 7, 2014","8200 block of 170 Street, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1412 CAD","2014",1
"Ridge Meadows RCMP","Maple Ridge","2017-4364","January 19, 2017","August 10, 2016","224th Street and North Avenue, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1710 CAD","2016",1
"Abbotsford Police Department","Abbotsford","2017-4369","January 19, 2017","December 9, 2016","2600 block Macbeth Crescent, Abbotsford, British Columbia"," 322 (Theft)","NA","flat deck trailer with no serial number","2016",1
"Kelowna RCMP","Kelowna","2017-4370","January 19, 2017","December 20, 2016","O’Keefe Court and Leathead Road, Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1996 CAD","2016",1
"Kelowna RCMP","Kelowna","2017-4370","January 19, 2017","December 20, 2016","O’Keefe Court and Leathead Road, Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Blackberry cell phone","2016",1
"Kelowna RCMP","Kelowna","2017-4370","January 19, 2017","December 20, 2016","O’Keefe Court and Leathead Road, Kelowna, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and Virgin cell phone","2016",1
